5,AGN,SVC,1dd_Close,0.52657004830917875
5,AGN,SVC,5dd_Close,0.63526570048309183
5,AGN,SVC,20dd_Close,0.7560386473429952
5,AGN,SVC,_clr,0.40096618357487923
5,AGN,SVC,_chr,0.5628019323671497
5,JBHT,SVC,1dd_Close,0.56763285024154586
5,JBHT,SVC,5dd_Close,0.59661835748792269
5,JBHT,SVC,20dd_Close,0.64734299516908211
5,JBHT,SVC,_clr,0.44927536231884058
5,JBHT,SVC,_chr,0.45410628019323673
5,CPB,SVC,1dd_Close,0.57971014492753625
5,CPB,SVC,5dd_Close,0.58695652173913049
5,CPB,SVC,20dd_Close,0.70772946859903385
5,CPB,SVC,_clr,0.59420289855072461
5,CPB,SVC,_chr,0.61352657004830913
5,SIG,SVC,1dd_Close,0.55555555555555558
5,SIG,SVC,5dd_Close,0.64251207729468596
5,SIG,SVC,20dd_Close,0.69565217391304346
5,SIG,SVC,_clr,0.59903381642512077
5,SIG,SVC,_chr,0.55555555555555558
5,JWN,SVC,1dd_Close,0.47826086956521741
5,JWN,SVC,5dd_Close,0.64492753623188404
5,JWN,SVC,20dd_Close,0.72946859903381644
5,JWN,SVC,_clr,0.4468599033816425
5,JWN,SVC,_chr,0.38164251207729466
5,EOG,SVC,1dd_Close,0.57004830917874394
5,EOG,SVC,5dd_Close,0.61594202898550721
5,EOG,SVC,20dd_Close,0.58695652173913049
5,EOG,SVC,_clr,0.5
5,EOG,SVC,_chr,0.3140096618357488
5,TAP,SVC,1dd_Close,0.56038647342995174
5,TAP,SVC,5dd_Close,0.58212560386473433
5,TAP,SVC,20dd_Close,0.73188405797101452
5,TAP,SVC,_clr,0.53381642512077299
5,TAP,SVC,_chr,0.44444444444444442
5,VRTX,SVC,1dd_Close,0.50241545893719808
5,VRTX,SVC,5dd_Close,0.606280193236715
5,VRTX,SVC,20dd_Close,0.62318840579710144
5,VRTX,SVC,_clr,0.51449275362318836
5,VRTX,SVC,_chr,0.51932367149758452
5,BWA,SVC,1dd_Close,0.54830917874396135
5,BWA,SVC,5dd_Close,0.51690821256038644
5,BWA,SVC,20dd_Close,0.72463768115942029
5,BWA,SVC,_clr,0.49758454106280192
5,BWA,SVC,_chr,0.46859903381642515
5,UAL,SVC,1dd_Close,0.51207729468599039
5,UAL,SVC,5dd_Close,0.58454106280193241
5,UAL,SVC,20dd_Close,0.61835748792270528
5,UAL,SVC,_clr,0.4420289855072464
5,UAL,SVC,_chr,0.33333333333333331
5,WM,SVC,1dd_Close,0.59661835748792269
5,WM,SVC,5dd_Close,0.65217391304347827
5,WM,SVC,20dd_Close,0.6811594202898551
5,WM,SVC,_clr,0.53623188405797106
7,WM,SVC,_chr,0.57246376811594202
7,SPG,SVC,1dd_Close,0.61111111111111116
7,SPG,SVC,5dd_Close,0.67149758454106279
7,SPG,SVC,20dd_Close,0.68840579710144922
7,SPG,SVC,_clr,0.52898550724637683
7,SPG,SVC,_chr,0.54830917874396135
7,ENDP,SVC,1dd_Close,0.59178743961352653
7,ENDP,SVC,5dd_Close,0.68840579710144922
7,ENDP,SVC,20dd_Close,0.74879227053140096
7,ENDP,SVC,_clr,0.70531400966183577
7,ENDP,SVC,_chr,0.67874396135265702
7,GT,SVC,1dd_Close,0.60386473429951693
7,GT,SVC,5dd_Close,0.63526570048309183
7,GT,SVC,20dd_Close,0.64009661835748788
7,GT,SVC,_clr,0.51207729468599039
7,GT,SVC,_chr,0.41304347826086957
7,GIS,SVC,1dd_Close,0.606280193236715
7,GIS,SVC,5dd_Close,0.65458937198067635
7,GIS,SVC,20dd_Close,0.70772946859903385
7,GIS,SVC,_clr,0.63285024154589375
7,GIS,SVC,_chr,0.53381642512077299
7,PYPL,SVC,1dd_Close,0.74509803921568629
7,PYPL,SVC,5dd_Close,0.63725490196078427
7,PYPL,SVC,20dd_Close,0.59803921568627449
7,PYPL,SVC,_clr,0.59803921568627449
7,PYPL,SVC,_chr,0.46078431372549017
7,MJN,SVC,1dd_Close,0.58695652173913049
7,MJN,SVC,5dd_Close,0.64975845410628019
7,MJN,SVC,20dd_Close,0.66183574879227058
7,MJN,SVC,_clr,0.4251207729468599
7,MJN,SVC,_chr,0.42270531400966183
7,WRK,SVC,1dd_Close,0.71287128712871284
7,WRK,SVC,5dd_Close,0.71287128712871284
7,WRK,SVC,20dd_Close,0.6633663366336634
7,WRK,SVC,_clr,0.38613861386138615
7,WRK,SVC,_chr,0.65346534653465349
7,NWL,SVC,1dd_Close,0.53381642512077299
7,NWL,SVC,5dd_Close,0.63526570048309183
7,NWL,SVC,20dd_Close,0.66183574879227058
7,NWL,SVC,_clr,0.41062801932367149
7,NWL,SVC,_chr,0.44927536231884058
7,GE,SVC,1dd_Close,0.52415458937198067
7,GE,SVC,5dd_Close,0.59903381642512077
7,GE,SVC,20dd_Close,0.65700483091787443
7,GE,SVC,_clr,0.49516908212560384
7,GE,SVC,_chr,0.45410628019323673
7,GD,SVC,1dd_Close,0.606280193236715
7,GD,SVC,5dd_Close,0.61352657004830913
7,GD,SVC,20dd_Close,0.70772946859903385
7,GD,SVC,_clr,0.50241545893719808
7,GD,SVC,_chr,0.43478260869565216
7,AGN,SVC,1dd_Close,0.52173913043478259
7,AGN,SVC,1dd_Close,0.52173913043478259
7,AGN,SVC,5dd_Close,0.66666666666666663
7,AGN,SVC,20dd_Close,0.77294685990338163
7,AGN,SVC,_clr,0.37922705314009664
7,AGN,SVC,_chr,0.57971014492753625
7,JBHT,SVC,1dd_Close,0.56038647342995174
7,JBHT,SVC,5dd_Close,0.58937198067632846
7,JBHT,SVC,20dd_Close,0.63526570048309183
7,JBHT,SVC,_clr,0.44927536231884058
7,JBHT,SVC,_chr,0.53140096618357491
7,CPB,SVC,1dd_Close,0.55072463768115942
7,CPB,SVC,5dd_Close,0.57729468599033817
7,CPB,SVC,20dd_Close,0.70531400966183577
7,CPB,SVC,_clr,0.59420289855072461
7,CPB,SVC,_chr,0.59178743961352653
7,SIG,SVC,1dd_Close,0.55797101449275366
7,SIG,SVC,5dd_Close,0.57004830917874394
7,SIG,SVC,20dd_Close,0.71980676328502413
7,SIG,SVC,_clr,0.59661835748792269
7,SIG,SVC,_chr,0.40821256038647341
7,JWN,SVC,1dd_Close,0.46135265700483091
7,JWN,SVC,5dd_Close,0.60144927536231885
7,JWN,SVC,20dd_Close,0.67391304347826086
7,JWN,SVC,_clr,0.45893719806763283
7,JWN,SVC,_chr,0.52173913043478259
7,EOG,SVC,1dd_Close,0.54106280193236711
7,EOG,SVC,5dd_Close,0.65458937198067635
7,EOG,SVC,20dd_Close,0.65700483091787443
7,EOG,SVC,_clr,0.5
7,EOG,SVC,_chr,0.3140096618357488
7,TAP,SVC,1dd_Close,0.56763285024154586
7,TAP,SVC,5dd_Close,0.606280193236715
7,TAP,SVC,20dd_Close,0.76086956521739135
7,TAP,SVC,_clr,0.54589371980676327
7,TAP,SVC,_chr,0.43478260869565216
7,VRTX,SVC,1dd_Close,0.54347826086956519
7,VRTX,SVC,5dd_Close,0.57729468599033817
7,VRTX,SVC,20dd_Close,0.6908212560386473
7,VRTX,SVC,_clr,0.49516908212560384
7,VRTX,SVC,_chr,0.54830917874396135
7,BWA,SVC,1dd_Close,0.45893719806763283
7,BWA,SVC,5dd_Close,0.51690821256038644
7,BWA,SVC,20dd_Close,0.60144927536231885
7,BWA,SVC,_clr,0.48309178743961351
7,BWA,SVC,_chr,0.48550724637681159
7,UAL,SVC,1dd_Close,0.52657004830917875
7,UAL,SVC,5dd_Close,0.64492753623188404
7,UAL,SVC,20dd_Close,0.60386473429951693
7,UAL,SVC,_clr,0.46859903381642515
7,UAL,SVC,_chr,0.32608695652173914
7,WM,SVC,1dd_Close,0.52898550724637683
7,WM,SVC,5dd_Close,0.66425120772946855
7,WM,SVC,20dd_Close,0.74879227053140096
7,WM,SVC,_clr,0.49516908212560384
7,WM,SVC,_chr,0.57246376811594202
7,SPG,SVC,1dd_Close,0.61111111111111116
7,SPG,SVC,5dd_Close,0.67149758454106279
7,SPG,SVC,20dd_Close,0.68840579710144922
7,SPG,SVC,_clr,0.52898550724637683
7,SPG,SVC,_chr,0.54830917874396135
7,ENDP,SVC,1dd_Close,0.59178743961352653
7,ENDP,SVC,5dd_Close,0.68840579710144922
7,ENDP,SVC,20dd_Close,0.74879227053140096
